# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with my code. 
140.169070,3.141549,0.248962,0.273774,36422706.836198
140.027753,1.141773,2.286502,0.149583,22567888.690541
140.383970,3.057738,0.938428,0.715690,33643141.214424
142.181757,3.135805,4.133337,0.419430,21754813.386223
140.910490,0.022457,5.680371,0.748237,62079458.884000
140.011549,0.786317,5.656637,0.187154,30970165.501452
149.575160,3.133107,2.155938,1.428693,47477763.377371
160.993042,3.137869,4.956152,0.958947,16231960.111676
140.040641,0.675868,6.151530,0.280329,49273709.840739
144.355473,0.006556,1.909297,0.416729,15929394.370557
144.875913,0.000589,4.789651,0.302268,7877929.259521
140.790523,0.014907,1.202835,0.359995,18181246.443832
149.881132,3.134415,1.047002,0.843852,19474911.336949
140.547622,3.119938,0.073083,0.473553,18206678.422071
143.889892,3.131228,4.034366,0.564111,27250738.683834
141.893854,3.136877,3.400780,0.463097,15875912.416317
141.997806,0.014664,2.647345,0.301103,30914439.549131
140.064631,3.137933,1.872698,0.209425,25631320.069426
173.326684,3.136546,1.508251,1.040880,44324198.075595
142.069950,3.134124,6.188737,0.475646,20724818.267506
140.122198,3.025013,1.457434,0.058452,12966568.905604
140.209264,0.044410,1.997946,0.242897,18819289.897910
140.172707,1.274060,0.762665,0.089297,26176985.602549
154.784896,3.136985,2.442064,0.449725,21326583.752624
140.436414,3.136807,0.040468,0.509643,19219095.555829
146.333271,3.137181,5.509369,0.435369,23104204.231660
141.548898,0.002538,4.415572,0.298677,20032170.860147
145.551152,0.000993,4.933879,0.741603,31543507.010894
151.205403,0.004493,5.847571,0.649935,35816079.355235
140.383680,0.156794,2.779568,0.256823,36727142.575719
140.272799,2.131560,3.182658,0.059376,16474311.904316
143.083519,0.007332,0.668289,0.710401,33462873.368664
141.521827,0.016407,2.760211,0.712653,52774720.845236
145.991283,0.005965,3.288601,0.479201,42996499.211589
140.218589,1.091584,3.819799,0.053112,17622864.921593
140.109892,2.643379,1.888396,0.193433,43327862.928071
145.250360,0.006321,2.759287,1.022781,46190082.479124
142.161382,0.008390,2.495312,0.340221,29628628.649285
142.747906,0.003504,5.750763,0.372420,77402225.773673
140.833123,2.723059,5.201246,0.069932,26252159.538229
140.998722,0.003501,4.548354,0.687321,33649499.208985
140.312919,2.986673,5.132066,0.052701,13184236.719363
141.031393,3.136778,3.472714,0.665941,36611202.674919
166.461694,3.121976,1.135879,1.070613,24446863.082861
169.151316,3.137694,4.910570,0.827584,18800963.913590
141.848612,3.129486,4.787511,0.445479,58808831.682385
146.716783,3.134988,0.291019,0.612825,33361519.455383
140.052749,0.722651,2.990161,0.212381,28661839.476481
146.257898,0.004083,0.341985,0.532326,21567439.546544
140.174228,0.305926,6.032013,0.141416,21717787.417903
163.812413,3.139554,5.052792,0.603086,47474023.380571
140.885418,0.003398,0.989307,0.675729,62693940.358243
140.367994,0.187566,0.022153,0.032392,4299874.320960
140.579890,3.134916,4.762774,0.356885,24443123.086061
166.738433,0.004276,4.517237,0.741856,25349324.310705
160.542025,0.002050,5.768593,0.798816,23978989.483178
140.224932,1.845860,2.369456,0.058897,40561761.294778
140.336768,0.918278,1.005115,0.090667,27407444.549755
152.717711,0.001725,2.837123,0.987897,50755496.572906
140.901037,0.003255,5.527030,0.662479,75059491.778142
150.186000,3.141438,4.768780,0.428322,41999042.065024
140.359105,0.015365,3.239830,0.321401,17231661.256314
144.507448,0.005074,1.717897,0.915953,33137119.647382
143.521763,0.007153,4.059839,0.356161,22632216.635501
140.287627,3.138846,3.635579,0.374048,20457034.496626
141.122514,0.004516,1.644332,0.464342,47906367.010653
140.070793,1.282930,6.063421,0.057712,22715618.564141
140.027337,0.649576,0.855896,0.099143,22734692.547821
142.659723,3.132579,1.768461,0.508096,24561306.984941
142.565633,0.005765,0.334991,0.440253,23426965.955499
140.767242,0.028651,5.790763,0.093336,14145041.897281
145.026857,3.134741,5.155035,0.516828,50197489.050344
141.773528,3.136680,1.853094,0.663614,64405736.893611
147.620092,3.140645,2.022678,0.337231,29351494.886404
140.006094,0.533323,4.835796,0.239613,52577623.013875
141.847039,3.130537,4.912296,0.400756,27172946.750394
140.545521,0.018773,0.507140,0.405664,36392786.861798
140.224534,0.006278,3.430779,0.453703,33235481.563223
140.195059,0.613109,5.382221,0.263258,34753172.264670
140.305967,1.020048,3.785568,0.091484,25896485.842547
140.266853,0.615621,0.314556,0.159653,43191727.044550
141.106773,3.136719,2.179985,0.548154,21747333.392623
141.749452,3.135900,2.488125,0.451296,34441256.531548
144.122936,0.005124,3.324525,0.487721,71067793.193483
154.439085,3.138966,0.107338,0.666184,21357625.726064
147.360006,3.138323,5.239222,0.572835,32012502.609617
140.041110,0.483403,2.621845,0.292019,39574402.139573
140.554713,0.370388,3.302764,0.059612,24850408.737583
140.099720,1.377212,3.284386,0.348679,55717350.327490
142.324798,0.005027,1.765680,0.569756,36010559.188836
143.958874,3.139537,5.192377,0.594463,63095242.014885
141.991188,0.007906,0.318547,0.441415,20342964.594227
149.037202,0.010684,3.569669,0.489095,21188951.870385
140.606885,0.004984,4.725923,0.505860,19488375.325429
140.162026,3.123799,1.239610,0.254661,16230838.112636
140.038587,0.015659,3.299048,0.402872,27602672.382716
140.093210,2.663014,4.712634,0.170706,52414185.153714
140.828886,0.012699,0.346578,0.438537,27508050.463675
140.738659,3.133249,5.938972,0.704601,19190671.580149
147.609432,0.003773,1.136873,0.643752,48578070.435936
141.954556,3.131194,2.857859,0.352242,16111532.214716
140.060794,0.017111,2.173943,0.289168,20816448.189105
145.000395,3.132976,0.650963,0.753364,57388006.898058
140.775066,0.022198,0.002261,0.445835,50759236.569706
141.718683,0.008003,4.694397,0.687236,47688325.197212
168.634374,0.002595,2.947242,0.999457,47838299.068892
144.333434,0.006655,4.541084,0.786988,30949221.519372
143.050275,0.004115,5.734558,0.472819,20672458.312306
140.342042,0.658679,4.727624,0.200945,30035914.300807
147.592015,0.007860,4.291951,0.774298,54343649.502843
140.866078,0.012177,4.701640,0.500437,23472219.916779
140.898967,0.567990,4.249149,0.065636,15014591.153279
146.138372,3.133348,6.219694,0.611063,47889537.025053
168.197828,0.009536,0.049127,1.096363,48855578.198497
155.312760,0.005070,1.268955,0.996348,25289858.361585
145.300412,3.138525,3.031478,0.524764,40959696.954299
141.547447,0.007162,3.013689,0.891036,24363835.153900
148.781546,3.137162,0.287588,0.731979,21356877.726704
143.531729,3.136042,6.002616,0.609781,25497054.184306
141.161872,3.128584,2.793866,0.794199,66518835.085621
151.115136,0.004135,4.598010,0.609222,34202644.735707
142.859321,0.003084,5.189585,0.283600,34770376.249950
148.988038,0.008540,3.139178,0.597896,62224570.759841
149.211465,0.009699,4.561877,0.711179,28960291.221122
143.932907,0.002766,2.691851,0.383883,21034864.002225
155.233858,3.136929,5.263591,0.788283,20376998.565106
150.221327,0.005646,4.486118,0.768189,25704250.007027
140.401975,0.080367,1.908713,0.202934,33859313.029466
141.667239,0.005606,1.319700,1.502180,38438939.111087
142.397336,0.010055,3.243224,0.285913,21844199.309743
140.206497,3.114915,0.053743,0.290166,28439683.666560
140.160500,0.912802,5.870783,0.068711,24649570.909422
140.088021,2.628002,5.849975,0.322102,36488156.780198
140.237569,2.287457,0.762438,0.046852,16499369.882875
140.202195,0.363956,6.176775,0.190595,28771047.383041
156.783515,3.133257,0.915555,0.700972,50453678.831145
140.018173,2.188304,3.342789,0.192859,25125298.502384
146.309208,3.138553,1.119306,0.381720,49631253.534821
140.309895,2.533838,4.767270,0.211493,35756613.406115
143.815518,0.003988,0.675263,0.285579,15929394.370557
140.241423,0.008781,1.122603,0.649123,28475587.635840
140.227431,1.976305,0.406413,0.090126,33756089.117785
140.219066,1.097817,1.326577,0.425429,30658623.768010
140.756594,0.011881,1.219775,0.284597,31102561.388172
140.009620,2.837349,0.388408,0.232580,33820043.063065
142.302773,3.138191,5.013020,0.445964,19962980.919347
146.722172,3.138296,3.186152,0.520061,63832769.383849
143.481724,3.138744,1.621067,0.474895,25302948.350385
140.046602,2.641075,4.715921,0.073696,35173547.904992
141.748183,3.132849,3.795565,0.582918,14951385.207359
142.568125,3.133076,1.595542,0.419488,30600279.817930
141.045929,3.133329,3.937411,0.179188,34925212.117471
140.340992,1.356028,4.679888,0.079522,19872098.997108
141.069156,0.001114,3.610797,0.930403,29902770.414727
142.397536,0.003812,4.900029,0.792333,36059553.146916
143.149056,3.137353,3.973145,0.375825,35428615.686753
157.106202,3.141239,6.251563,0.606464,44753175.708558
144.955766,0.002379,1.426931,0.539155,19726613.121588
147.150729,0.005830,5.511580,0.218701,12812481.037444
140.370136,2.534482,1.412292,0.055508,17975172.620152
141.364570,0.005074,0.874421,0.267572,22410808.824942
150.682919,0.005595,1.995526,0.767963,22218572.989422
152.550889,0.000726,4.888440,0.471297,39565800.146933
140.329023,3.135072,5.449459,0.489949,14821607.318399
142.878408,0.003007,4.727689,0.404695,34718764.294110
140.236492,1.027042,3.513384,0.033558,8551502.683202
144.090815,0.001392,0.160746,0.195576,23825275.614698
140.687574,0.005600,2.004152,0.379163,29259490.965124
148.456494,0.001656,4.704136,0.638659,54689599.206845
140.000806,0.303077,0.087881,0.228739,34320828.634588
140.829837,0.020621,5.162816,0.336192,31254779.257933
146.802452,0.002021,6.189088,0.281068,16267490.081276
140.051142,0.388848,5.321819,0.205446,47484121.371931
140.071660,0.030617,1.253901,0.155000,26263005.528949
146.260317,3.138239,1.846633,0.622276,30447313.948809
144.895356,3.139388,5.053893,0.413562,44509327.917196
142.777026,3.137150,2.169492,0.387361,30584945.831050
141.307978,3.140599,4.505493,0.864841,59489511.099988
140.141433,0.010887,1.320106,0.576607,41183348.762940
152.690230,3.136385,2.332489,0.754298,60370280.346392
140.295140,0.146557,2.540808,0.229608,46200928.469844
141.108684,0.005788,3.809166,0.245133,41511346.482302
140.338667,1.787484,0.590919,0.392740,46677030.062487
140.448345,3.083612,5.809982,0.232972,13835744.161922
142.922596,0.009147,1.410751,0.762770,33775537.101145
143.520248,0.007506,0.307460,0.424064,14099787.936001
140.237232,2.714097,1.652690,0.105078,28875393.293762
141.710195,0.007491,3.732181,0.818824,33454271.376024
148.942295,3.140871,5.056357,0.531941,49206015.898659
143.428521,0.008944,6.236836,0.439911,41022902.900220
140.213076,1.007177,6.161194,0.352837,38950196.673650
141.086171,0.006242,3.678821,0.355830,33817799.064985
140.056743,1.978669,4.241785,0.624813,65284262.141936
141.898223,3.139695,2.571146,0.635994,42893275.299909
150.501103,3.140229,2.885129,0.519052,36844578.475240
146.683179,0.004262,6.028071,0.374812,33533185.308504
141.548539,3.136941,4.895040,0.602993,22871950.430381
142.537528,3.138670,3.835053,0.448758,53222772.461878
151.949506,3.141141,5.609051,0.659182,42813987.367748
145.764573,0.006317,5.950910,0.660994,64195549.073450
141.937484,0.002189,1.521357,0.817331,26341171.462070
144.581429,3.138367,3.135976,0.421265,45279767.258000
142.414700,3.131690,4.657510,0.462294,35897237.285795
147.138591,3.136636,6.269520,0.413164,50059483.168423
140.091059,0.008132,5.975823,0.147519,36423080.835878
143.496627,0.001434,3.136869,0.381984,30105104.241608
172.263245,3.140843,3.348044,1.256320,63263541.870886
140.333012,2.198516,2.468269,0.089949,29262482.962564
140.154574,0.471654,5.491465,0.306143,45101369.410639
140.178400,0.598727,1.089709,0.109082,23512237.882539
142.751728,3.138625,3.032780,0.651805,25919673.822708
152.473994,3.139005,5.744750,0.691300,54559821.317884
142.251260,3.140933,2.307109,0.833216,67998751.819389
145.611488,3.138231,1.715716,0.746165,37468783.941163
140.115320,2.094478,3.505938,0.045474,14560181.542080
141.115695,3.137506,2.462232,0.687274,27697294.301756
140.130304,2.617311,5.184750,0.127319,38811442.792369
144.619995,3.135209,4.019238,0.439330,84467827.728267
140.118265,0.744955,3.462590,0.313476,41104434.830460
140.584015,0.015679,3.221734,0.691146,31670292.902415
143.233556,3.134814,3.495785,0.579470,26811663.059512
140.163884,0.900877,2.174751,0.162018,32875319.871381
140.050484,2.846919,4.871281,0.087822,28567217.557440
140.401166,0.004049,0.556056,0.980097,75421149.468704
142.563411,0.010017,0.256164,0.765630,71166529.109004
140.365290,0.696921,2.410015,0.132183,52235787.306353
141.520178,0.007134,1.931734,0.760850,24390763.130860
140.274031,0.045744,5.929450,0.277264,30761099.680331
144.532275,0.008377,5.709930,0.397220,31772020.815376
142.583519,0.002201,4.599622,0.426519,31230469.278733
140.100399,1.247818,5.414976,0.182572,51670299.790191
140.065283,1.951815,3.537494,0.105236,29007041.181122
140.012590,2.874630,4.536938,0.370476,56084992.012932
140.181489,0.003008,1.419496,0.401591,14005914.016321
140.802632,3.121685,4.625763,0.493572,62621384.420323
141.563427,3.133916,1.797666,0.673018,27637080.353276
141.171335,0.005288,2.480397,1.010831,32547696.151699
142.472126,3.135695,1.756653,0.786113,47987898.940893
140.046417,3.124368,5.128862,0.338772,31801192.790416
140.041027,2.135094,4.185544,0.385416,44059032.302474
140.265094,1.440843,4.695320,0.078522,20710232.279986
151.897588,0.006119,2.924668,0.537789,15955574.348157
144.115860,0.006372,2.885170,0.363415,16222610.119676
140.391997,0.006168,2.088343,0.419304,54872859.050046
140.443800,0.013357,4.020067,0.333531,21713299.421743
142.757025,0.011643,2.864539,0.844699,54315973.526523
148.124932,0.002893,5.603967,0.633443,37675605.764204
146.480629,3.137647,0.733851,0.724018,25021700.591023
140.104836,1.956548,1.029464,0.196697,49772999.413542
140.376101,0.333942,4.952443,0.232849,13185732.718083
140.046080,1.231349,5.253558,0.236841,58614725.848464
140.209721,3.136202,3.614325,0.953976,51281340.122989
144.465907,3.132746,4.727538,0.659400,24429659.097580
140.562901,3.141177,0.077139,0.391586,43379848.883591
140.456664,2.556524,0.534753,0.198963,30766335.675851
140.389569,0.011420,2.349283,0.549916,26507975.319350
168.146175,3.138543,5.546019,0.724097,52392493.172274
149.982308,3.134808,2.727788,0.609581,27969940.068477
141.540950,0.005944,0.913557,0.441438,59406483.171028
140.551826,2.121297,5.532204,0.264034,53333476.367159
143.866098,0.007302,3.399759,0.692876,46933967.842648
144.047294,0.006002,1.815468,0.375085,31535279.017934
140.631437,2.454284,5.781731,0.123326,36813162.502120
144.792914,3.140998,2.728222,0.560313,46346788.345045
140.391235,0.007342,4.050683,0.451511,22800890.491181
140.164432,0.361111,3.738346,0.147010,37446717.960043
140.067833,0.811687,2.846149,0.052647,18330846.315831
153.546167,3.137233,3.750537,0.772012,42569765.576707
140.039532,0.006214,2.972598,0.455736,35185141.895072
141.932630,0.004544,2.347927,0.690536,15763338.512637
140.021588,0.397589,3.938043,0.354968,36580534.701159
140.506847,3.130520,4.811457,0.695296,18763937.945270
158.444290,3.137093,1.786769,1.118698,28625561.507521
145.266528,0.024679,2.903072,0.743642,30545301.864970
140.011724,0.004138,1.223034,0.219870,29047433.146563
140.431620,0.014779,1.819829,0.428838,31534157.018894
155.376191,3.140935,0.450843,0.799190,34311852.642268
147.643660,0.001925,0.576273,0.420880,17416417.098233
143.424977,0.001276,6.042033,0.461034,34384408.580188
179.072203,3.140269,1.960855,1.148225,69599470.449796
143.511363,3.131480,5.952324,0.277638,12766479.076804
145.109881,3.136926,3.225602,0.509653,33962910.940826
140.297534,0.000341,2.844520,0.714268,38094485.405806
140.072123,0.721368,1.683967,0.321640,92777726.618227
143.028210,0.000159,5.952584,0.379976,59799556.834709
140.528266,3.132014,5.540416,0.423699,44024624.331914
142.156469,0.007672,1.135249,0.389419,16071140.249276
145.521735,3.139779,4.836313,0.381696,18676048.020470
140.609402,2.276962,5.965754,0.034401,10593914.935684
140.333057,0.749194,1.148615,0.059578,12989756.885764
140.062751,1.966977,2.183383,0.221844,55336618.653248
154.711874,3.140383,4.922041,0.936781,36224487.005797
148.087856,3.138673,3.303899,0.892087,39707920.025333
140.734614,1.850893,2.301506,0.274870,30551659.859530
140.089024,0.071960,2.859194,0.423815,32234658.419538
140.075493,1.958943,3.370445,0.055853,23698115.723499
140.039761,0.488803,1.003234,0.115310,49198535.905059
141.690217,0.011281,0.713291,0.524788,39005548.626290
141.191362,0.000026,5.019013,0.269762,21881225.278063
149.442784,0.001963,3.701045,1.071058,27799396.214397
150.905637,0.005162,2.813066,0.507385,14203759.847041
140.071373,1.636562,6.216191,0.217012,60050510.619991
157.461926,3.140607,1.859071,0.972322,55439842.564929
155.831424,0.004830,0.250001,0.773137,37180430.187881
142.538558,3.133414,6.261604,0.587073,66120151.426740
140.352496,3.133554,3.584346,0.427392,52088431.432433
142.256765,3.135443,0.185610,0.577228,40965306.949499
149.293996,0.003550,0.943206,0.609230,25186634.449904
140.295971,3.136215,4.078846,1.090187,34891178.146590
169.601140,3.140220,4.947919,1.006330,29786456.514246
140.243949,3.133219,4.666235,0.224892,38618084.957808
142.522029,3.129014,5.156110,0.430559,28612845.518400
140.086218,0.019461,0.523989,0.272219,41671418.345343
141.696984,0.009939,5.802692,0.419293,37971813.510765
143.177433,0.007923,3.657585,0.654252,34847420.184030
142.725188,0.002405,1.787239,0.362387,29074735.123203
140.248576,1.250158,1.304220,0.252165,32385754.290258
142.396062,3.135657,2.288621,0.498481,29095305.105603
143.661565,3.134668,3.992088,0.432944,37849515.615405
140.081147,1.211986,4.705625,0.202362,41850190.192384
140.165805,1.328601,4.578409,0.171479,34691088.317789
140.060197,1.825089,4.634807,0.385812,33833133.051865
140.993414,3.137057,2.687612,0.677210,19671635.168628
141.777847,3.133220,1.611673,0.728290,60050884.619671
140.207317,3.129193,1.493051,0.298896,45588690.993682
140.026853,2.547067,3.752451,0.318386,36860660.461480
144.736209,3.135054,0.030793,0.810438,32491970.199379
150.486323,0.002364,3.464885,0.628076,34397872.568668
151.314635,3.137482,2.672250,0.619726,54174227.647803
140.219638,2.101808,2.791074,0.122702,44509701.916876
157.095026,0.006896,5.241887,0.764600,73221657.350613
141.594107,3.138586,5.708746,0.217876,47434379.414490
140.238976,2.098423,4.550517,0.103149,26209523.574709
140.585297,3.137629,4.843325,0.207141,18818915.898230
140.111167,1.735932,2.473460,0.186295,60587200.160793
140.153559,0.707005,0.719055,0.096237,33668199.192985
146.105265,0.005877,1.142378,0.359564,56490033.666374
140.424574,1.497191,3.739558,0.153261,46670298.068247
152.662445,0.002269,5.136511,0.743076,54803295.109566
143.108077,3.134004,1.009406,0.811736,22266818.948142
140.224130,1.873547,1.618972,0.212349,40415901.419577
145.202715,3.137973,0.011763,0.452742,29851532.458566
140.112783,3.065162,4.118765,0.409862,23851081.592618
143.504201,3.134721,5.971200,1.060589,65364298.073456
149.176154,3.136239,4.185144,0.664450,13626678.340802
140.339063,1.551993,0.311664,0.091526,39133456.516851
140.025136,2.198568,0.789070,0.405846,47008767.778648
152.396159,3.140968,3.400800,0.982162,28412007.690240
147.039904,0.008080,4.997740,0.713071,22997614.322860
140.008602,1.731741,3.201594,0.060778,31395029.137934
152.623194,0.003005,0.891755,0.781662,58886249.616145
140.926210,3.135864,2.081526,0.311504,45634318.954642
140.637899,2.776073,0.506352,0.738127,27120586.795193
140.534275,0.014704,2.343246,0.326105,58700745.774864
140.043694,0.038720,1.853513,0.461292,22418662.818222
140.814597,0.016886,0.663434,0.300396,57616146.702859
140.270518,1.976120,5.112601,0.105626,25408790.259825
140.127881,1.996545,5.954607,0.389349,33235481.563223
140.540050,2.968902,0.422573,0.194626,24702304.864302
141.566112,0.007625,5.186293,0.565432,31232339.277133
140.239257,0.603657,4.297949,0.072945,19544849.277108
145.245373,0.007564,4.535469,0.595009,21030750.005745
140.079000,2.534286,0.872772,0.111353,30991857.482892
142.235176,3.135786,1.717583,1.127100,36914890.415080
141.550986,3.134382,0.806426,0.663859,20589056.383666
142.002878,0.008420,5.007924,0.524040,24796552.783662
142.220609,0.004119,0.412158,0.282606,71637768.705806
142.728674,3.137126,4.739426,0.513576,57788560.555340
141.401077,3.125951,1.624644,0.363993,15970908.335037
152.894981,3.136623,4.403425,0.655964,25038530.576623
140.025862,0.447007,1.502383,0.084306,12528615.280325
149.286176,0.006201,5.312547,0.782452,37425399.978283
145.336583,0.003913,5.596991,0.252938,33665955.194905
144.477904,0.007436,6.113033,0.693698,22500194.748461
141.470547,0.006582,1.596101,0.441221,16256644.090556
142.162668,0.012042,0.906707,0.526395,26364359.442230
154.191274,3.138192,1.699786,0.640650,25724071.990067
154.242763,0.003902,0.152624,0.707810,78738526.630320
148.861160,3.139314,6.090522,1.068995,40348955.476857
142.515077,0.004526,4.212288,0.648006,26440655.376950
140.206065,2.516511,0.769571,0.207034,31585394.975055
170.067443,0.003021,3.401421,0.858761,46009066.634004
141.759865,3.141118,3.435285,0.415599,49421439.714340
151.132086,0.003223,1.141004,0.777661,64152165.110570
158.523161,3.137066,0.737994,0.433675,24489125.046701
140.889437,0.013621,1.750501,0.527701,21096199.949745
144.955572,3.129383,4.069157,0.825701,68858577.083713
140.728761,0.006288,5.970462,0.454672,24580380.968621
140.005154,2.572052,4.083592,0.061474,30580457.834890
175.776896,0.001289,5.050814,1.245470,44757663.704718
144.001741,3.135217,0.875427,0.648060,44697823.755917
140.264771,1.388837,1.521027,0.392099,40185891.616376
140.004644,0.531292,0.834054,0.484336,17057377.405434
140.074498,0.007547,5.606979,0.488045,69432666.592515
155.973640,3.138061,2.776620,0.720948,23066430.263980
143.795227,3.132256,6.253051,0.725738,23570955.832299
140.140035,1.588068,1.660590,0.094090,23941215.515498
140.016693,2.865783,3.007546,0.272155,36215885.013157
140.226875,1.107772,6.070493,0.181654,26124999.647029
140.250853,0.007532,4.429338,0.289979,34529146.456349
140.283238,3.128272,2.098424,0.867449,46448142.258326
140.007221,0.657128,1.254368,0.143639,28587039.540480
140.048692,2.766909,0.523735,0.162914,18659218.034870
140.070611,0.429980,0.246564,0.296075,70479491.696840
146.651437,0.005264,0.508553,0.475823,32149012.492817
140.251456,0.395752,3.337713,0.062478,22327032.896622
144.698473,3.136246,1.139455,0.926374,27226054.704954
140.363017,2.847747,1.807344,0.248160,33315517.494743
140.524378,2.349383,4.190240,0.056482,13670810.303042
140.488351,3.134392,5.097559,0.655978,34965604.082911
142.723938,3.133616,1.967001,0.498983,25952211.794868
141.187925,0.012303,1.719134,0.375904,23616957.792939
141.917084,0.002313,0.165770,0.717559,33218651.577622
143.532799,0.006895,3.156677,0.725209,76098836.888867
146.468839,3.139554,4.426872,0.400868,17118713.352954
140.137249,2.586303,5.545652,0.100359,37423903.979563
140.108598,1.339519,2.415886,0.199485,36742476.562599
144.305496,0.007860,3.417418,0.515102,21903291.259183
140.975516,0.006787,5.436027,0.883820,31543133.011214
140.131301,2.513619,0.802640,0.043580,15184013.008319
140.922443,3.132109,2.549077,0.448766,19807397.052468
152.160412,0.006880,5.591060,0.739850,42189781.901825
140.080977,1.302765,4.062095,0.127034,28147589.916478
148.134473,0.026383,0.571047,0.904775,21999409.176943
144.387914,0.007924,5.144028,0.723787,28603869.526080
141.687196,3.137426,0.631696,0.138133,26516577.311990
147.172436,3.135543,1.119334,0.524876,43462502.812871
146.242350,3.135574,1.314794,0.502672,28360395.734399
141.302787,0.013689,1.324792,0.329852,24669766.892142
150.803056,3.141344,1.569667,0.583539,25908827.831988
158.885365,3.139803,3.717181,0.738031,51463477.967150
141.282287,3.132113,3.863342,0.354321,23897831.552618
151.423108,3.138531,1.336109,0.800795,46523316.194006
140.252880,0.646630,0.345360,0.689046,74051188.640857
154.794129,0.006109,0.673870,0.797158,20824302.182385
145.022189,0.008651,4.022531,0.643087,18123650.493112
140.024534,1.459135,3.343177,0.147465,18803581.911350
140.888305,0.000327,0.634871,1.084676,40697523.178618
142.429488,3.136690,2.560159,0.483396,31261137.252493
140.288978,1.938172,0.398863,0.104497,20453294.499826
147.220043,0.001953,2.841599,0.579437,20794008.208305
140.009957,0.390141,4.994018,0.054699,15394574.828158
155.887292,0.000629,1.396178,0.523871,50518754.775465
144.879767,3.135556,4.270564,0.319110,11062910.534405
141.840978,3.140172,1.480685,0.476671,22078323.109422
167.630868,0.002538,2.134980,0.859507,26463843.357110
140.073048,1.781176,4.172171,0.223030,58186122.215182
140.703525,0.001517,2.228336,0.336676,15896108.399037
181.821430,0.005713,0.500823,1.172639,21694599.437743
140.060901,1.114325,0.333980,0.040612,17968440.625912
140.064266,1.318186,5.130406,0.255410,34684730.323229
140.985108,0.020491,1.943892,0.713050,72356970.090449
140.473663,0.026062,6.104163,0.081852,37949747.529645
142.129838,3.138038,3.016666,0.464847,31427193.110414
148.002329,3.141302,4.830190,1.608976,28648001.488321
140.043909,0.010417,5.322086,0.497752,24266595.237100
140.046661,3.139369,1.113212,0.433338,24324191.187820
140.084146,0.925399,2.195295,0.335283,60481732.251033
142.184769,0.002841,4.005703,0.731708,27741800.263676
140.453194,3.136362,0.804626,0.624611,61694987.212958
140.054454,1.842058,1.106385,0.057817,16716289.697275
143.757668,0.005013,3.597898,0.540251,33718315.150105
141.303248,0.008282,3.805232,0.538162,39027614.607410
140.103266,1.013003,4.675854,0.112254,25887135.850547
158.217419,3.135328,2.310873,0.631602,50335120.932584
140.146284,1.181604,3.005147,0.103785,53366388.338999
143.488946,3.138590,4.521396,0.403294,38943838.679090
143.407205,3.139144,3.684447,0.196875,19194785.576629
140.103709,1.619022,2.024604,0.250078,36702458.596839
142.465621,3.137297,5.233541,0.579687,13499892.449282
146.458464,0.007485,2.013730,0.673083,29398618.846084
141.208850,0.019762,5.955187,0.395347,30657875.768650
142.159044,3.135361,3.257519,0.398631,19688465.154228
140.899353,0.014915,1.134041,0.409359,24102783.377259
142.148918,3.137401,1.370150,0.588537,52003159.505392
141.025039,0.003818,4.048588,0.301348,37414179.987882
140.089979,2.511217,5.971603,0.043590,12029699.707206
142.324780,3.138025,3.856006,0.372941,43242591.001030
140.021939,3.137305,1.136755,0.610187,33637157.219544
141.289951,0.023131,2.392246,0.539796,27088796.822393
140.777167,3.140813,2.011223,0.921365,23720555.704299
141.340690,3.134494,2.510007,0.611647,28022300.023678
141.116840,3.136342,1.736258,0.381096,29099045.102403
141.642039,0.003174,0.196925,0.401350,35863577.314595
140.144900,1.207500,3.163042,0.439770,61172883.659676
140.165131,1.419281,4.345872,0.082459,31004947.471692
140.486472,3.133940,0.174823,0.617182,57723858.610699
142.949187,3.135407,1.909510,0.912641,23216778.135340
140.275827,1.411123,3.170142,0.232508,65583087.886257
140.128785,2.649502,1.343306,0.382085,42565277.580547
140.103083,0.707993,3.889565,0.116154,55731562.315330
140.189825,1.375108,5.066826,0.099054,24183567.308139
146.623288,0.006751,2.520125,0.802681,22892146.413101
140.280896,1.727377,4.480694,0.065806,15574094.674558
140.138254,2.851130,0.162442,0.463134,63649135.540968
144.483757,0.005320,2.425285,0.637216,50881534.465067
140.154106,1.120594,1.773875,0.786046,33816303.066265
141.004253,3.134848,4.515887,0.346220,28119913.940158
140.070224,0.012801,2.392003,0.589847,71882738.496207
144.017582,3.137022,0.629658,0.277870,12521509.286405
144.392171,0.003166,3.494290,0.440230,32033072.592017
141.790324,0.006699,1.254212,0.677745,66499013.102581
143.640484,3.138235,0.276304,0.199424,30905089.557131
141.208313,3.119556,1.021788,0.424170,15663480.598077
143.291171,3.139042,5.893130,0.670243,18397792.258551
160.377614,0.003950,1.757957,0.629131,44058284.303114
140.548203,1.477110,3.031316,0.055518,16280580.070076
143.718808,3.135405,6.106552,0.650940,37059628.291241
140.272742,2.358517,0.092237,0.078819,28002478.040638
140.009406,0.366034,1.450012,0.052065,13009578.868804
140.325507,0.688504,0.278572,0.622702,50290614.970664
140.484297,3.137119,2.392507,0.467324,63690275.505768
141.271568,3.136751,4.695464,0.339025,20332118.603507
141.023217,0.003319,0.870249,0.621977,38327113.206767
140.052286,2.746380,1.533290,0.049225,15561004.685758
167.585332,0.002528,3.312823,0.837214,21883843.275823
